unit_id,manufacturer,tag,官网仪器详情页,仪器名称,仪器参数,仪器照片url,仪器详情,抓取状态
ex_rxx4_a,Keysight Technologies,振荡器（非恒温）,https://www.keysight.com/us/en/products/oscilloscopes/infiniium-real-time-oscilloscopes/infiniium-exr-series-oscilloscopes.html,Expert Benchtop Oscilloscopes,带宽: 500MHz-6GHz; 通道: 4; ADC: 10位; 采样率: 16GSa/s(全通道同时); 噪声: 低至43µV; ENOB: 最高9.0位; 内存: 100Mpts/通道; 显示: 1920×1080; 集成: 七合一(示波器/计数器/DVM/函数发生器等); 可升级带宽,,Keysight Infiniium EXR 4通道血管，10位ADC，16GSa/s全通道采样，七合一集成设计。,ok
ex_rxx8_a,Keysight Technologies,振荡器（非恒温）,https://www.keysight.com/us/en/products/oscilloscopes/infiniium-real-time-oscilloscopes/infiniium-exr-series-oscilloscopes.html,Expert Benchtop Oscilloscopes (ex_rxx8_a),同EXR 4通道; 通道: 8; 带宽: 500MHz-6GHz; ADC: 10位; 采样率: 16GSa/s,,Keysight Infiniium EXR系列8通道示波器，带宽高达6 GHz，采样率高达16 GSa/s。8个模拟通道适用于复杂多信号调试，支持协议分析、功率完整性和信号完整性分析。,ok
fluke3000,Fluke Corporation,电子天平,https://www.fluke.com/en-us/product/electrical-testing/digital-multimeters/fluke-3000-fc,Fluke 3000 FC Series Wireless Multimeter,"Voltage AC/DC: 1000 V; Current AC/DC: 10 A; Temperature: -200.0 °C to 1090 °C; Accuracy 2 3 4: 45 Hz to 500 Hz; Accuracy: 0.09% + 2; Accuracy: 0.09% + 2 0.15% + 2; Accuracy: Meter beeps at < 25 Ω, beeper detects opens or shorts of 250 μs or longer.; Accuracy: 0.5% + 2 0.5% + 1 1.5% + 3; Accuracy: 1% + 2; Accuracy: 1.2% + 2 10% typical; Accuracy: 1.5% + 3; Accuracy: 0.5% + 3; Range / resolution: 99.99 Hz / 0.01 Hz 999.9 Hz / 0.1 Hz 9.999 kHz / 0.001 kHz 99.99 kHz / 0.01 kHz; Accuracy 1: 0.1% + 1",https://media.fluke.com/e5bd2c36-864d-4529-94ba-b108002e7a21_original__size.jpg,使用 Fluke 3000 FC 系列无线万用表提高安全性和效率。获得真有效值电压、电流测量频率、二极管测量等！,ok
gamry,Gamry Instruments,电化学工作站,https://www.gamry.com/potentiostats/reference-600-plus/,Reference 620 Potentiostat/Galvanostat 5 MHz EIS Gamry Instruments,最大电位:±11V; 顺从电压:±22V; 最大电流:±600mA; 电流范围:11档(60pA-600mA); 最小电流分辨率:1.1aA; EIS频率范围:10μHz-5MHz; 上升时间:<250ns; 噪声:<2μV RMS; 重量:3kg,,高性能恒电位仪/恒电流仪/ZRA，支持2-6电极配置，电气隔离设计，内置DDS用于EIS测量，后继型号Reference 620 本地驱动: community_drivers/gamry/driver.py (578行),ok
hdawg,Zurich Instruments,振荡器（非恒温）,https://www.zhinst.com/ch/en/products/hdawg-arbitrary-waveform-generator,HDAWG 750 MHz Arbitrary Waveform Generator,Sample Rate: 2.4GSa/s; Resolution: 16-bit; BW: 750MHz; Amplitude: 5Vpp; Channels: 4(HDAWG4)/8(HDAWG8); Memory: 64MSa/ch(expandable 500M); Trigger Latency: <50ns; Markers: 2/ch; Interface: USB/1GbE; SW: LabOne/Python/C/MATLAB,,Zurich Instruments HDAWG任意波形发生器的QCoDeS量子控制驱动接口。4/8通道，16位分辨率，2.4GSa/s采样率，750MHz带宽。,ok
hp3325a,Hewlett-Packard (Keysight),振荡器（非恒温）,https://www.keysight.com/us/en/product/3325A/synthesizerfunction-generator.html,3325A Synthesizer/Function Generator [Obsolete],"Freq: 1µHz~21MHz(sine), 11MHz(square), 11kHz(tri/ramp); Freq Resolution: 1µHz (<100kHz); Amplitude: 1mV~10Vpp(50Ω); THD: -65dBc (<50kHz); Square Rise/Fall: 20ns; Freq Stability: 5×10⁻⁶/yr; Sweep: log/linear; Modulation: ext AM/phase; Interface: HP-IB(GPIB); 10 memory registers",,是德科技不再销售该产品。请使用此页面上的链接获取可用的支持和帮助,ok
hp3456a,Hewlett-Packard (Keysight),电子天平,https://www.keysight.com/us/en/product/3456A/6-12-digit-digi,HP 3456A 6½-Digit Digital Multimeter,"Resolution: 6.5 digits; DCV: 100nV~1000V (5 ranges); ACV: 1µV~700Vrms (True RMS, 4 ranges); Resistance: 100µΩ~1GΩ (2/4-wire, 8 ranges); DC Accuracy: ±0.0012%; Interface: HP-IB(GPIB)",,6.5位高精度数字万用表，支持DC/AC电压和电阻测量，自动调零，HP-IB远程编程。已停产。 本地驱动: community_drivers/hp3456a/driver.py (742行),ok
hp3488_a,Hewlett-Packard (Keysight),多通阀,https://www.keysight.com/us/en/assets/9018-05356/user-manuals/9018-05356.pdf,"3488A Switch/Control Unit Operating, Programming, and Configuration Manual","Slots: 5 plug-in modules; Interface: HP-IB(GPIB); Config Storage: 40 groups; Scan Rate: >43ch/s; Modules: 44470A(10ch MUX), 44471A(10ch relay), 44472A(dual 4ch VHF), 44473A(4x4 matrix), 44474A(16-bit DIO), 44476A(microwave DC-18GHz)",,零件号：03488-90003（95 年 9 月）。 3488A 已停产；本手册仅供参考。,ok
hp437_b,Hewlett-Packard (Keysight),介电常数测定仪,https://www.keysight.com/us/en/product/437B/high-performance-single-channel-average-power-meter.html,437B High Performance Single Channel Average Power Meter [Obsolete],Freq: 100kHz~110GHz (sensor dependent); Power: -70dBm~+44dBm; Dynamic Range: 50dB; Resolution: 0.01dB; Accuracy: ±0.5%; Speed: 20 readings/s; Cal Source: 50MHz 1mW; Sensors: HP 8480 series; Interface: HP-IB(GPIB),,高性能单通道可编程平均功率计，内置50MHz校准源，兼容全系列HP 8480功率传感器。已停产。 本地驱动: community_drivers/hp437_b/driver.py (267行),ok
hp4395_a,Hewlett-Packard (Keysight),介电常数测定仪,https://www.keysight.com/us/en/product/4395A/4395a-network-spectrum-impedance-analyzer.html,HP 4395A Network/Spectrum/Impedance Analyzer,"Freq: 10Hz~500MHz; Network: DR 115dB, Source -50~+15dBm, Accuracy ±0.05dB/±0.3°; Spectrum: RBW 1Hz~1MHz, Sensitivity -145dBm/Hz; Impedance: |Z|/|Y|/θ/R/X/G/B/L/C/D/Q, Accuracy ±0.8%; Input: 50Ω N-type; Sweep: 18ms (201pts)",,三合一组合分析仪：矢量网络分析+频谱分析+阻抗分析，10Hz~500MHz，适用于元器件全面表征。已停产。 本地驱动: community_drivers/hp4395_a/driver.py (514行),ok
hp59501_b,Hewlett-Packard (Keysight),电化学工作站,https://www.keysight.com/us/en/product/59501B/hp-ib-isolated-d-a-converter.html,59501B D/A CONVERTER [Obsolete],Interface: HP-IB (Listener only); Unipolar: 0~9.99V; Bipolar: -10~+9.98V; Max Output Current: 10mA; Resolution: 10mV(high)/1mV(low); Settling: ~250µs,,是德科技不再销售该产品。请使用此页面上的链接获取可用的支持和帮助,ok
hp6624a,Hewlett-Packard (Keysight),电化学反应器,https://www.keysight.com/us/en/product/6624A/dc-power-supply-quadoutput-2-outputs-at-7v5a-2-outputs-at-20v2a-gpib.html,"6624A DC Power Supply, Quad-Output, 2 Outputs at 7V/5A, 2 Outputs at 20V/2A, GPIB [Obsolete]","Outputs: 4 independent, 40W each; CH1&2: 0~7V/5A or 0~20V/2A; CH3&4: 0~20V/2A or 0~50V/0.8A; Dual-range; Transient: <75µs; Interface: GPIB; Remote Sense; 3U rack",,四路输出系统直流电源，双量程，快速低噪声，GPIB可编程。2016停产，替代N6700B+N6751A。 本地驱动: community_drivers/hp6624a/driver.py (428行),ok
hp6632b,Hewlett-Packard (Keysight),电化学反应器,https://www.keysight.com/us/en/product/6632B/100-watt-system-power-supply-20v-5a.html,"6632B 100 Watt System Power Supply, 20V, 5A [Obsolete]","Output: 0~20V, 0~5A, 100W; Linear regulation; Programming Response: <4ms; Current Measurement: µA-level; OVP/OCP; Active down-programmer; Interface: GPIB, RS-232, SCPI",,100W线性调节单路系统电源，µA级精密电流测量，4ms编程响应。2017停产，替代N6743B/N6752A。 本地驱动: community_drivers/hp6632b/driver.py (562行),ok
hp6652a,Hewlett-Packard (Keysight),电化学反应器,https://www.keysight.com/us/en/product/6652A/500-watt-system-power-supply-20v-25a.html,"6652A 500 Watt System Power Supply, 20V, 25A [Obsolete]","Output: 0~20V, 0~25A, 500W; Series-channel regulation; Fan speed control; Input: 100~240VAC; Interface: GPIB, SCPI",,500W单路系统电源，25A大电流输出，风扇转速可控。已停产，替代N6765A/N6755A。 本地驱动: community_drivers/hp6652a/driver.py (326行),ok
hp8116_a,Hewlett-Packard (Keysight),振荡器（非恒温）,https://www.keysight.com/us/en/product/8116A/50-mhz-pulsefunction-generator.html,HP 8116A 50 MHz Pulse/Function Generator,"Freq: 1mHz~50MHz (all waveforms); Waveforms: sine/tri/ramp/square/pulse/haversine/DC; Amplitude: 32Vpp(open), 16Vpp(50Ω); Rise/Fall: 6ns; Min Pulse Width: 10ns; Duty Cycle: 10-90%; Modulation: FM/AM/PWM/VCO; Interface: HP-IB(GPIB)",,50MHz全可编程脉冲/函数发生器，6ns边沿，10ns最小脉宽，集成脉冲和函数发生器双功能。已停产。 本地驱动: community_drivers/hp8116_a/driver.py (163行),ok
hp85645_a,Hewlett-Packard (Keysight),振荡器（非恒温）,https://www.keysight.com/us/en/product/85645A/300-khz-to-265-ghz-tracking-source.html,85645A 300 kHz to 26.5 GHz tracking source [Obsolete],Freq: 300kHz~26.5GHz; Max Output: +10dBm (Band 0); Min Leveled: -70dBm; Amplitude Resolution: 0.01dB; Compatible: HP 8560E/8566/8590 spectrum analyzers,,是德科技不再销售该产品。请使用此页面上的链接获取可用的支持和帮助,ok
hp8657_a,Hewlett-Packard (Keysight),振荡器（非恒温）,https://www.keysight.com/us/en/support/8657A/synthesized-signal-generator-100-khz-to-1040-mhz.html,"Technical Support: 8657A Synthesized Signal Generator, 100 kHz to 1040 MHz [Obsolete]","Freq: 100kHz~1040MHz; Output: +13dBm~-143.5dBm; Level Accuracy: ±1.0dB; AM/FM modulation; FM Rate: 400Hz/1kHz internal, DC-100kHz external; Reverse Power Protection: 50W; Interface: HP-IB(GPIB)",,100kHz~1040MHz合成信号发生器，出色频谱纯度，AM/FM调制，用于通信接收机测试。已停产，替代N5172B。 本地驱动: community_drivers/hp8657_a/driver.py (148行),ok
hp8714_es_wrapper,Hewlett-Packard (Keysight),介电常数测定仪,https://www.keysight.com/us/en/product/8714ES/8714es-rf-network-analyzer.html,HP 8714ES RF网络分析仪,频率: 300kHz-3GHz; S参数: 全双端口S11/S21/S12/S22; 动态范围: >100dB; 输出功率: -5至+10dBm; 测量点: 最大1601; 源: 内置合成源; 显示: 彩色; 状态: 已停产,,HP 8714ES(现Keysight文档)RF网络分析仪，300kHz-3GHz，集成参数测试集。,ok
hp8901_b,Hewlett-Packard (Keysight),介电常数测定仪,https://www.keysight.com/us/en/product/8901B/8901b-modulation-analyzer.html,HP 8901B 调制分析仪,频率: 150kHz-1300MHz; FM偏移: 200Hz-1.28MHz峰值; AM深度: 0-99%; RF电平: -60至+20dBm; 内置: 音频频率计数器/电压表/失真分析仪; 功能: SINAD/失真测量; 接口: GPIB; 状态: 已停产,,HP 8901B(现Keysight存档)调制分析仪，150kHz-1.3GHz频率范围，集成FM/AM调制测量和音频分析功能。 本地驱动: community_drivers/hp8901_b/driver.py (144行),ok
i7540d,ICP DAS,多通阀,https://www.icpdas-usa.com/i_7540d.html,I-7540D,"Ethernet port: 10/100 Base-T; CAN Signal Support: CAN_H, CAN_L; Power Consumption: 3W; Reauired Supply Voltage: +10 ~ +30VDC",,I-7540D | CAN以太网网关使CAN网络能够与互联网/以太网集成。支持 -25 至 75°C 的工作温度。,ok
it8500,ITECH Electronics,电池测试柜,https://www.itechate.com/en/product/dc-electronic-load/IT8500plus.html,ITECH IT8500+ 可编程直流电子负载,功率: 150W-3000W(多型号); 模式: CC/CV/CR/CP四种; 动态模式: 最高10kHz; 分辨率: 0.1mV/0.1mA; 存储: 100组; 功能: 电池放电/OCP/OPP/CR-LED; 远端补偿: 支持; 接口: USB/RS232/RS485可选,,ITECH IT8500+系列可编程直流电子负载，功率覆盖150W-3000W，四种工作模式，10kHz动态频率，适用于电源/电池/LED测试。 本地驱动: community_drivers/it8500/driver.py (208行),ok
ix2,Olympus (Evident),普通光学显微镜,https://www.evidentscientific.com/en/microscopes/inverted/ix,Olympus IX2系列倒置研究显微镜(IX71/IX81),光学系统:UIS2; 物镜:4x-100x(PLAPON60XO NA1.42); 物镜转盘:6位; 冷凝器:长工作距离IX2-LWUCD(NA0.55/WD27mm); 目镜:双目可调35-85度/视场数22; IX71手动/IX81全电动; IX81含电动Z轴/电动物镜转盘; 支持荧光(UV/FITC/RITC/Cy5)/明场/DIC/TIRF,,IX2系列倒置研究显微镜，刚性紧凑框架，双层多端口设计，UIS2光学系统荧光性能提升50%，适用于活细胞长时间成像 本地驱动: community_drivers/ix2/driver.py (299行),ok
julabo1000_f,JULABO GmbH,冷热水机,https://julabo.com/en-us/products/refrigerated-circulators/r,Discontinued products MAGIO MS-1000F,温度范围: -20°C~+150°C; 温度稳定性: ±0.03°C; 加热功率: 2kW; 泵流量: 最高~22L/min; 泵压力: ~0.35-0.5bar; 浴槽容积: ~4-5L; 安全: 超温/液位保护; 接口: RS232,https://www.julabo.com/themes/julabo/logo_og.png,JULABO CORIO CD-1000F制冷/加热循环器，2kW加热功率，温度稳定性±0.03°C，适用于实验室常规温控应用。该型号已停产。 本地驱动: community_drivers/julabo1000_f/driver.py (229行),ok
julabo_f32_hd,JULABO GmbH,冷热水机,https://julabo.com/us/products/refrigerated-heating-circulators,Discontinued products F32-HL,温度范围: -35°C~+150°C; 温度稳定性: ±0.01°C; 加热功率: 2kW; 制冷功率: ~0.32kW(-20°C)/~0.7kW(20°C); 泵流量: 最高~22L/min; 泵压力: 0.5-0.7bar; 浴槽容积: ~16L; 制冷剂: R-507; HD增强加热动力学; 接口: RS232,https://www.julabo.com/themes/julabo/logo_og.png,JULABO F32-HD制冷加热循环器，HD(Heating Dynamics)增强型，温度范围-35°C至+150°C，温度稳定性±0.01°C，具备快速温度变化能力。该型号已停产。 本地驱动: community_drivers/julabo_f32_hd/driver.py (154行),ok
julabo_fp50,JULABO GmbH,冷热水机,https://julabo.com/en-us/products/refrigerated-circulators/u,Discontinued products FP50-HL,温度范围: -50°C~+200°C; 温度稳定性: ±0.01°C; 加热功率: 2kW; 制冷功率: 0.7kW(-20°C)/0.4kW(-30°C)/0.1kW(-40°C); 泵流量: 最高~22L/min; 泵压力: 0.5-0.7bar; 浴槽容积: ~8-15L; 内建温度程序编程; 接口: RS232,https://www.julabo.com/themes/julabo/logo_og.png,JULABO FP50高性能制冷加热循环器，温度范围宽达-50°C至+200°C，温度稳定性±0.01°C，制冷能力强劲，适用于反应釜温控和材料测试等精密应用。该型号已停产。 本地驱动: community_drivers/julabo_fp50/driver.py (194行),ok
keithley195,Keithley (Tektronix),电子天平,https://www.tek.com/en/products/keithley/benchtop-digital-mu,Keithley 195/195A System Digital Multimeter,Resolution: 5.5 digits; DCV: 20mV~1000V (100nV res); ACV: 200mV~700V True RMS (20Hz-50kHz); DCI: 20µA~2A; Resistance: 20Ω~20MΩ; Speed: 5/s DCV; Interface: IEEE-488,,使用 Keithley 4200A-SCS 半导体参数分析仪加速研究和故障分析。集成 I-V、C-V 和脉冲 I-V，设置速度加快 50%。,ok
keithley485,Keithley (Tektronix),电化学工作站,https://www.tek.com/en/products/keithley/low-level-sensitive,Keithley 485 Autoranging Picoammeter,"Resolution: 4.5 digits; Sensitivity: 100fA; Range: 2nA~2mA (7 ranges, 10 decades); Accuracy: 0.4%; Voltage Burden: <200µV; Overload Protection: 1000V; Data Storage: 100pts; Interface: IEEE-488 (optional)",,使用 Keithley 4200A-SCS 半导体参数分析仪加速研究和故障分析。集成 I-V、C-V 和脉冲 I-V，设置速度加快 50%。,ok
keithley580,Keithley (Tektronix),电子天平,https://www.tek.com/en/documents/specification/model-580-micro-ohmmeter-specifications-rev,Model 580 Micro-ohmmeter Specifications Rev. A,Resolution: 4.5 digits; Sensitivity: 10µΩ; Range: 10µΩ~200kΩ (7 ranges); Accuracy: 0.04%; Dry Circuit Test: 20mV clamp; 4-wire measurement; Settling: <1s; Interface: IEEE-488 (optional),,使用 Keithley 4200A-SCS 半导体参数分析仪加速研究和故障分析。集成 I-V、C-V 和脉冲 I-V，设置速度加快 50%。,ok
keithley6220,Keithley (Tektronix),电化学工作站,https://www.tek.com/en/products/keithley/low-level-sensitive,Keithley 6220 DC Precision Current Source,"Output: 100fA~100mA; 4-quadrant source/sink; Max Power: 11W; Output Impedance: >10¹⁴Ω; Program Storage: 65536pts; Max Trigger Rate: 1000/s; Pulse Width: 50µs~12ms; Delta Mode: 1000:1 noise reduction; Interface: GPIB, RS-232",,超低噪声精密DC电流源，100fA~100mA，四象限，配合2182A纳伏表实现Delta模式。在售。 本地驱动: community_drivers/keithley6220/driver.py (162行),ok
keithley6514,Keithley (Tektronix),电化学工作站,https://www.tek.com/en/products/keithley/low-level-sensitive,Keithley 6514 System Electrometer,"Resolution: 6.5 digits; Voltage: 2V~200V (>200TΩ input); Current: 100aA~20mA (1fA sensitivity); Resistance: 10mΩ~200GΩ; Charge: from 10fC; Input Bias: <3fA; Speed: 1200 readings/s; CMRR: >120dB; Interface: IEEE-488, RS-232",,6.5位高性能系统静电计，1fA电流灵敏度，200TΩ输入阻抗。已停产，后续为6517B。 本地驱动: community_drivers/keithley6514/driver.py (321行),ok
keithley79996,Keithley (Tektronix),多通阀,https://www.tek.com/en/products/keithley,Keithley Instruments & Products,Freq: DC~4GHz; Matrix: 4x4 or 6x6 blocking; Insertion Loss: 0.3dB+0.115×f(GHz); Isolation: >100dB (typ 130dB); SWR: ≤1.2; Actuation: 15ms; Life: ≥5M cycles; Connectors: SMA/N-type; Interface: GPIB(SCPI),,使用 Keithley 4200A-SCS 半导体参数分析仪加速研究和故障分析。集成 I-V、C-V 和脉冲 I-V，设置速度加快 50%。,ok
kel10_x,Korad Technology,电池测试柜,https://www.koradtechnology.com/product/81.html,KEL100 Series DC Electronic Load,Voltage: 0~120V; Current: 0~30A; Power: 300W; Resolution: 0.1mV/0.1mA; Dynamic: 10kHz; Modes: CC/CV/CR/CW; Battery Test; Remote Sense; Memory: 100 groups; Interface: USB/RS-232/LAN,,KEL100系列直流电子负载-东莞市科拉德科技有限公司_可编程直流电源及电子负载-动态模式：高达10KHZ 电压电流分辨率：0.1mV/0.1mA 接口：LAN & USB &RS232 四种工作模式：CV/CC/CR/CP,ok
kepco_bop_20_20_m,Kepco Inc.,电化学反应器,https://www.kepcopower.com/bop.htm,找不到 www.kepcopower.com 的网页,"输出: ±20V, ±20A(400W); 类型: 线性高速双极性功率运算放大器; 工作: 四象限; 编程: 模拟(电压/电阻)/数字(GPIB/SCPI/RS232); 安装: 台式或机架",,Kepco BOP 20-20M是400W线性双极性电源，四象限工作，可作为高速功率运算放大器使用。支持模拟和数字编程。 本地驱动: community_drivers/kepco_bop_20_20_m/driver.py (147行),ok
keysight_dsox2024_a_wrapper,Keysight Technologies,振荡器（非恒温）,https://www.keysight.com/us/en/product/DSOX2024A/dsox2024a-oscilloscope-200-mhz-4-analog-channels.html,Keysight InfiniiVision DSOX2024A Digital Storage Oscilloscope,"Bandwidth: 200 MHz; Analog Channels: 4; Max Sample Rate: 2 GSa/s (single ch) / 1 GSa/s (2+ ch); Memory Depth: 100 Kpts (standard, upgradable to 1 Mpts); Display: 8.5-inch WVGA; Waveform Update Rate: Up to 200,000 wfms/s; Vertical Resolution: 8 bits; Vertical Scale: 1 mV/div to 5 V/div; Input Impedance: 1 MΩ ± 1% ∥ ~13 pF; Input Coupling: AC/DC; Max Input Voltage: 300 Vrms CAT I; Time Base: 2 ns/div to 50 s/div; Rise Time: ≤1.75 ns; Trigger: Edge/Pulse Width/Pattern/Video",,InfiniiVision 2000 X 系列 DSO 采用 MegaZoom IV 深度内存技术。 22 种以上自动测量、数学（加/减/乘/FFT）。可选 MSO 升级（8 个数字通道）、内置 WaveGen 函数发生器 (20 MHz)、串行解码和触发（I²C、SPI、UART、CAN、LIN）、分段内存采集。可通过软件许可证升级带宽和内存深度。,ok
